FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 Onset	 AvgPulseTime	 PulseTimeStdev	 RedFlag	
m60620c2r2.htb	   0.0	  0.03	 2.000	  0.00	  5.00	 40.00	   1.0	 0.2020	 996.0000		 0.0000	   1.0	
m60620c3r2.htb	   0.0	  0.03	 2.000	  0.00	 10.00	 40.00	   0.0	 0.2680	 996.0000		 0.0000	   1.0	
m60620c3r2.htb	   0.0	  0.03	 2.000	  0.00	 10.00	 40.00	   1.0	 0.2190	 996.0000		 0.0000	   0.0	
m60620c4r2.htb	   0.0	  0.03	 2.000	  0.00	  8.00	 40.00	   0.0	 0.1080	 996.0000		 0.0000	   1.0	
m60620c4r2.htb	   0.0	  0.03	 2.000	  0.00	  8.00	 40.00	   1.0	 0.0820	 996.0000		 0.0000	   0.0	
m60621c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -8.00	 30.00	   0.0	 -0.4890	 996.0000		 0.0000	   0.0	
m60621c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -8.00	 30.00	   1.0	 0.1830	 996.0000		 0.0000	   0.0	
m60621c2r2.htb	   0.0	  0.03	 2.000	  8.00	 -2.00	 30.00	   0.0	 0.1330	 996.0000		 0.0000	   0.0	
m60621c2r2.htb	   0.0	  0.03	 2.000	  8.00	 -2.00	 30.00	   1.0	 0.1110	 996.0000		 0.0000	   0.0	
m60621c3r2.htb	   0.0	  0.03	 2.000	 10.00	  0.00	 40.00	   0.0	 -0.4890	 996.0000		 0.0000	   0.0	
m60621c3r2.htb	   0.0	  0.03	 2.000	 10.00	  0.00	 40.00	   1.0	 0.1640	 996.0000		 0.0000	   1.0	
m60621c4r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.2340	 996.0000		 0.0000	   0.0	
m60621c4r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   1.0	 0.2050	 996.0000		 0.0000	   1.0	
m60621c5r2.htb	 130.0	  0.03	 2.000	 -10.00	 -10.00	 40.00	   0.0	 0.1200	 996.0000		 0.0000	   0.0	
m60621c5r2.htb	 130.0	  0.03	 2.000	 -10.00	 -10.00	 40.00	   1.0	 0.1300	 996.0000		 0.0000	   0.0	
m60621c6r2.htb	 130.0	  0.03	 2.000	  8.00	 -10.00	 40.00	   0.0	 0.1340	 996.0000		 0.0000	   0.0	
m60621c6r2.htb	 130.0	  0.03	 2.000	  8.00	 -10.00	 40.00	   1.0	 0.1230	 996.0000		 0.0000	   0.0	
m60622c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -7.00	 30.00	   0.0	 -0.4890	 996.0000		 0.0000	   0.0	
m60622c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -7.00	 30.00	   1.0	 -0.4890	 996.0000		 0.0000	   0.0	
m60623c3r2.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 0.2220	 996.0000		 0.0000	   0.0	
m60623c3r2.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   1.0	 0.1250	 996.0000		 0.0000	   0.0	
m60623c4r2.htb	  90.0	  0.03	 2.000	  3.00	 -5.00	 40.00	   0.0	 0.1430	 996.0000		 0.0000	   1.0	
m60623c4r2.htb	  90.0	  0.03	 2.000	  3.00	 -5.00	 40.00	   1.0	 0.1490	 996.0000		 0.0000	   1.0	
m60626c2r2.htb	   0.0	  0.03	 2.000	 -8.00	 -8.00	 40.00	   0.0	 0.5780	 996.0000		 0.0000	   0.0	
m60626c2r2.htb	   0.0	  0.03	 2.000	 -8.00	 -8.00	 40.00	   1.0	 0.1200	 996.0000		 0.0000	   0.0	
m60628c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -8.00	 40.00	   0.0	 0.2750	 996.0000		 0.0000	   0.0	
m60628c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -8.00	 40.00	   1.0	 0.2050	 996.0000		 0.0000	   1.0	
m60628c2r2.htb	   0.0	  0.03	 2.000	 -8.00	 -10.00	 40.00	   0.0	 0.1060	 996.0000		 0.0000	   0.0	
m60628c2r2.htb	   0.0	  0.03	 2.000	 -8.00	 -10.00	 40.00	   1.0	 0.1310	 996.0000		 0.0000	   0.0	
m60703c1r2.htb	   0.0	  0.03	 2.000	 10.00	  8.00	 40.00	   0.0	 0.1090	 996.0000		 0.0000	   0.0	
m60703c1r2.htb	   0.0	  0.03	 2.000	 10.00	  8.00	 40.00	   1.0	 0.1150	 996.0000		 0.0000	   0.0	
m60703c1r2.htb	   0.0	  0.03	 2.000	 10.00	  8.00	 40.00	   0.0	 0.1090	 996.0000		 0.0000	   0.0	
m60703c1r2.htb	   0.0	  0.03	 2.000	 10.00	  8.00	 40.00	   1.0	 0.1150	 996.0000		 0.0000	   0.0	
m60703c2r2.htb	   0.0	  0.03	 2.000	  8.00	 10.00	 40.00	   0.0	 0.1200	 996.0000		 0.0000	   1.0	
m60703c2r2.htb	   0.0	  0.03	 2.000	  8.00	 10.00	 40.00	   1.0	 -0.4890	 996.0000		 0.0000	   0.0	
m60703c3r2.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 0.1190	 996.0000		 0.0000	   0.0	
m60703c3r2.htb	   0.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   1.0	 -0.4890	 996.0000		 0.0000	   0.0	
m60705c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.1480	 996.0000		 0.0000	   0.0	
m60705c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   1.0	 0.1180	 996.0000		 0.0000	   0.0	
m60705c2r2.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   0.0	 0.1370	 996.0000		 0.0000	   0.0	
m60705c2r2.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   1.0	 0.2000	 996.0000		 0.0000	   0.0	
m60705c3r2.htb	   0.0	  0.03	 2.000	  5.00	 -10.00	 40.00	   0.0	 0.1180	 996.0000		 0.0000	   0.0	
m60705c3r2.htb	   0.0	  0.03	 2.000	  5.00	 -10.00	 40.00	   1.0	 0.1250	 996.0000		 0.0000	   0.0	
m60712c1r2.htb	   0.0	  0.03	 2.000	  3.00	 -5.00	 40.00	   0.0	 0.1610	 996.0000		 0.0000	   1.0	
m60712c1r2.htb	   0.0	  0.03	 2.000	  3.00	 -5.00	 40.00	   1.0	 0.1770	 996.0000		 0.0000	   1.0	
m60712c1r2.htb	   0.0	  0.03	 2.000	  3.00	 -5.00	 40.00	   0.0	 0.1610	 996.0000		 0.0000	   1.0	
m60712c1r2.htb	   0.0	  0.03	 2.000	  3.00	 -5.00	 40.00	   1.0	 0.1770	 996.0000		 0.0000	   1.0	
m60717c3r2.htb	 150.0	  0.03	 2.000	 -10.00	 -10.00	 40.00	   0.0	 0.1280	 996.0000		 0.0000	   0.0	
m60717c3r2.htb	 150.0	  0.03	 2.000	 -10.00	 -10.00	 40.00	   1.0	 0.1320	 996.0000		 0.0000	   0.0	
m60814c1r2.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.1310	 996.0000		 0.0000	   0.0	
m60814c1r2.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   1.0	 -0.4890	 996.0000		 0.0000	   0.0	
m60814c2r2.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.4030	 996.0000		 0.0000	   1.0	
m60814c2r2.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   1.0	 0.2510	 996.0000		 0.0000	   0.0	
m60814c3r2.htb	   0.0	  0.03	 2.000	 -10.00	 10.00	 40.00	   0.0	 0.1610	 996.0000		 0.0000	   0.0	
m60814c3r2.htb	   0.0	  0.03	 2.000	 -10.00	 10.00	 40.00	   1.0	 0.4260	 996.0000		 0.0000	   1.0	
m60814c4r2.htb	   0.0	  0.03	 2.000	 -10.00	 10.00	 40.00	   0.0	 0.1920	 996.0000		 0.0000	   1.0	
m60814c4r2.htb	   0.0	  0.03	 2.000	 -10.00	 10.00	 40.00	   1.0	 0.1700	 996.0000		 0.0000	   1.0	
m60822c1r2.htb	   0.0	  0.03	 2.000	 -10.00	  0.00	 40.00	   0.0	 0.0420	 1074.1000		 1.5951	   0.0	
m60822c1r2.htb	   0.0	  0.03	 2.000	 -10.00	  0.00	 40.00	   1.0	 -0.4890	 1073.5000		 2.1213	   0.0	
m60822c2r2.htb	   0.0	  0.03	 2.000	  0.00	 -5.00	 40.00	   0.0	 0.0470	 1073.0000		 1.6997	   0.0	
m60822c2r2.htb	   0.0	  0.03	 2.000	  0.00	 -5.00	 40.00	   1.0	 0.0490	 1073.7000		 1.4944	   0.0	
m61117c1r2.htb	 180.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   0.0	 0.1230	 1051.9000		 5.9991	   0.0	
m61117c2r2.htb	  60.0	  0.03	 2.000	  5.00	 10.00	 40.00	   0.0	 0.1580	 1053.0000		 6.3770	   1.0	
m61117c3r2.htb	 150.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.1430	 1058.3000		 1.4944	   0.0	
