 1.39303	 4.57711	 1.99005	 0.49751	 0.00000	 0.14303	 0.02799	
 3.08458	 0.29851	 2.48756	 2.73632	 0.78358	 0.13060	 0.00622	
 0.34826	 0.04975	 0.19900	 0.12438	 0.02488	 0.07152	 0.00466	
 0.99502	 1.39303	 0.99502	 0.32338	 0.04975	 0.24876	 0.04975	
 2.28856	 0.39801	 0.54726	 0.49751	 0.58458	 0.08085	 0.14303	
 0.49751	 1.19403	 0.94527	 0.39801	 0.31095	 0.06219	 0.02799	
 0.49751	 1.19403	 0.94527	 0.39801	 0.31095	 0.06219	 0.02799	
 1.59204	 4.37811	 0.14925	 0.07463	 0.90796	 0.05597	 0.03109	
 0.19900	 0.09950	 0.34826	 0.27363	 0.02488	 0.04353	 0.03420	
 1.89055	 2.08955	 0.54726	 0.14925	 0.01244	 0.01866	 0.02488	
 0.06633	 0.66335	 0.33167	 0.34826	 0.12438	 0.08292	 0.00829	
 0.53068	 0.66335	 0.46434	 0.06633	 0.00829	 0.15340	 0.04975	
 1.32670	 1.32670	 0.24876	 1.03648	 0.30502	 0.21026	 0.07774	
 1.52570	 0.46434	 0.13267	 0.14925	 0.15755	 0.06219	 0.00829	
 0.29851	 0.49751	 0.09950	 0.39801	 0.07463	 0.14303	 0.05286	
 0.09950	 0.43118	 0.14925	 0.20730	 0.13267	 0.07877	 0.01451	
 0.29851	 1.69154	 1.94030	 0.27363	 0.41045	 0.05597	 0.02177	
 6.96517	 7.96020	 0.19900	 0.22388	 0.01244	 0.08085	 0.26430	
 1.29353	 1.89055	 0.59701	 0.52239	 0.60945	 0.16169	 0.01866	
 0.09950	 2.88557	 0.39801	 2.08955	 3.19652	 0.47886	 0.25498	
 0.39801	 0.69652	 0.29851	 0.79602	 0.17413	 0.27985	 0.03109	
 0.29851	 0.19900	 1.79104	 0.97015	 1.38060	 0.06219	 0.04042	
 0.09950	 3.38308	 0.99502	 1.66667	 0.07463	 0.55348	 0.22077	
 1.69154	 1.09453	 2.38806	 0.49751	 1.64179	 0.87687	 0.11194	
 0.49751	 1.89055	 1.09453	 2.03980	 0.82090	 0.21766	 0.00622	
 5.27363	 4.57711	 3.43284	 1.81592	 0.84577	 0.30473	 0.07152	
 3.78109	 4.17910	 5.62189	 2.71144	 0.16169	 0.29229	 0.30784	
 1.69154	 5.17413	 0.69652	 0.27363	 0.62189	 0.25498	 0.00000	
 0.69652	 1.69154	 0.14925	 0.27363	 0.13682	 0.14303	 0.02488	
 1.09453	 0.59701	 0.44776	 0.17413	 0.06219	 0.13682	 0.01866	
 1.39303	 2.38806	 0.24876	 0.32338	 0.53483	 0.09328	 0.02799	
 0.89552	 1.89055	 0.29851	 0.09950	 0.18657	 0.03731	 0.00000	
 0.49751	 0.00000	 0.14925	 0.02488	 0.02488	 0.04975	 0.01555	
 0.69652	 3.08458	 1.44279	 1.46766	 0.22388	 0.09950	 0.05597	
 7.86070	 2.68657	 2.68657	 0.14925	 0.85821	 0.09950	 0.01555	
 0.89552	 0.89552	 0.29851	 0.02488	 0.03731	 0.04353	 0.00933	
 0.39801	 0.00000	 1.44279	 0.92040	 0.27363	 0.18035	 0.09639	
 0.49751	 0.19900	 1.29353	 0.04975	 0.03731	 0.00622	 0.09950	
 2.08955	 1.29353	 0.14925	 0.13682	 0.04975	 0.48197	 0.01244	
 0.79602	 0.69652	 0.89552	 1.76617	 0.52239	 0.13060	 0.13993	
 1.59204	 0.29851	 0.34826	 0.74627	 0.39801	 0.26119	 0.01244	
 5.77114	 4.17910	 3.28358	 1.16915	 0.46020	 0.01244	 0.16169	
 0.79602	 1.59204	 0.19900	 0.07463	 0.04975	 0.04975	 0.01244	
 4.67662	 2.18905	 0.89552	 0.22388	 0.17413	 0.14925	 0.07152	
 2.73632	 0.94527	 1.21891	 0.00000	 0.26741	 0.00311	 0.04509	
 1.09453	 0.19900	 2.28856	 0.69652	 1.23134	 0.28607	 0.00311	
 0.29851	 7.66169	 3.98010	 0.44776	 0.36070	 0.32960	 0.05908	
 2.18905	 0.59701	 0.84577	 0.69652	 0.06219	 0.01244	 0.00933	
 1.14428	 2.13930	 1.41791	 0.43532	 0.04353	 0.06841	 0.05597	
 2.18905	 2.78607	 1.44279	 0.52239	 1.06965	 0.04975	 0.18657	
 2.18905	 0.29851	 0.49751	 0.09950	 0.29851	 0.02488	 0.03109	
 1.69154	 3.08458	 0.00000	 1.01990	 0.01244	 0.09328	 0.02488	
 0.99502	 2.68657	 1.14428	 0.00000	 0.09950	 0.09328	 0.04975	
 0.39801	 0.39801	 0.09950	 0.02488	 0.06219	 0.03109	 0.01866	
 2.88557	 3.18408	 1.94030	 0.57214	 0.21144	 0.17413	 0.07152	
 3.48259	 0.00000	 0.09950	 0.34826	 0.60945	 0.88930	 0.27674	
 2.28856	 1.59204	 1.24378	 0.59701	 0.75871	 0.54726	 0.57525	
 2.08955	 3.28358	 0.34826	 2.31343	 0.42289	 0.49129	 0.01555	
 6.26866	 3.68159	 0.09950	 1.46766	 0.67164	 0.52861	 0.46331	
 4.77612	 0.39801	 1.54229	 1.74129	 0.55970	 0.26741	 0.11816	
 2.08955	 4.07960	 3.83085	 0.24876	 1.43035	 1.36194	 0.16169	
 1.19403	 0.39801	 0.19900	 0.19900	 0.69652	 0.47264	 0.21455	
12.03980	 0.09950	 1.69154	 0.04975	 0.34826	 0.29229	 0.10883	
 1.59204	 0.59701	 0.49751	 0.84577	 2.20149	 1.00746	 0.51617	
