FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 MaxLoc	 MaxRsp	 MinLoc	 MinRsp	 Spont	 SFMI		 AnovaP	 SFDI  	 VarTerm	 MaxX 	 MinX 	 SFHWHM	 SFHW25	 SFHW20	 SFHW15	 SFHW10	 RsqMn	 PMean	 RsqRaw	 Praw		 Chi2		 ChiP		 Brat		 Ampl		 Peak		 SD		 Offst		
m60110c1r2.htb	   0.0	  0.10	 2.000	  0.00	  0.00	 50.00	   0.0	 0.0250	  6.51	 1.6000	  1.67	  1.58	 1.183	 0.00286877	 0.542	  0.648	  1.60	  0.03	  0.2240	  0.5240	  0.6310	  0.7690	  0.9520	 0.7304	 0.01429222	 0.3414	 0.00014643	 2.4910	 0.28780304	  0.67	  5.84	 0.0250	 2.2108	 0.0001	
m60110c1r2.htb	   0.0	  0.10	 2.000	  0.00	  0.00	 50.00	   1.0	 0.0640	  6.65	 1.6000	  1.37	  1.58	 1.236	 0.00092885	 0.583	  0.493	  1.60	  0.03	  0.3250	  0.6550	  0.7600	  0.8880	  1.0490	 0.9437	 0.00026115	 0.4785	 0.00000212	 0.3793	 0.82723167	  0.13	  6.52	 0.0639	 1.7696	 0.0001	
m60110c2r3.htb	  30.0	  0.05	 2.000	  3.00	 -7.00	 30.00	   0.0	 0.0250	  8.92	 1.6000	  1.60	  1.99	 1.264	 0.00000005	 0.603	  0.587	  1.60	  0.03	  0.2200	  0.5160	  0.6230	  0.7600	  0.9430	 0.7801	 0.00839785	 0.4578	 0.00000001	 2.9890	 0.22435674	  0.16	  8.76	 0.0250	 2.1847	 0.0001	
m60110c2r3.htb	  30.0	  0.05	 2.000	  3.00	 -7.00	 30.00	   1.0	 0.0250	  9.13	 1.6000	  2.51	  1.99	 1.198	 0.00000224	 0.601	  0.519	  1.60	  0.03	  0.2300	  0.5370	  0.6460	  0.7850	  0.9680	 0.8962	 0.00122445	 0.4587	 0.00000001	 1.0875	 0.58057121	  1.02	  8.10	 0.0250	 2.2568	 0.0001	
m60110c3r3.htb	  90.0	  0.05	 1.000	 20.00	 -15.00	 30.00	   0.0	 0.0270	 23.05	 1.6000	  7.77	  7.46	 0.980	 0.00000006	 0.673	  0.524	  1.60	  0.03	  0.0480	  0.0810	  0.0920	  0.1060	  0.1270	 0.9670	 0.00006797	 0.7787	 0.00000000	 1.3645	 0.50547243	  7.77	 15.28	 0.0270	 0.6895	 0.0100	
m60110c3r3.htb	  90.0	  0.05	 1.000	 20.00	 -15.00	 30.00	   1.0	 0.0360	 23.60	 1.6000	 10.12	  7.46	 0.905	 0.00000577	 0.618	  0.549	  1.60	  0.03	  0.0530	  0.0890	  0.1000	  0.1150	  0.1360	 0.9715	 0.00004690	 0.6759	 0.00000000	 2.8721	 0.23786170	 10.12	 13.48	 0.0364	 0.6338	 0.0100	
m60125c1r3.htb	  30.0	  0.50	 2.000	  0.00	  0.00	 50.00	   0.0	 0.0360	  0.40	 1.6000	  0.03	  0.10	 1.217	 0.05862056	 0.365	  0.377	  1.60	  0.03	  0.0290	  0.0460	  0.0510	  0.0570	  0.0660	 0.9322	 0.00041723	 0.1591	 0.00062592	 0.0668	 0.96715990	  0.03	  0.37	 0.0363	 0.4733	 0.0001	
m60125c1r3.htb	  30.0	  0.50	 2.000	  0.00	  0.00	 50.00	   1.0	 0.0880	  0.42	 1.6000	  0.04	  0.10	 1.199	 0.15102460	 0.360	  0.451	  1.60	  0.03	  0.1490	  0.2630	  0.3010	  0.3520	  0.4260	 0.9537	 0.00015946	 0.1288	 0.00227997	 0.0659	 0.96758450	  0.04	  0.37	 0.0878	 0.7836	 0.0100	
m60125c2r2.htb	  30.0	  0.05	 2.000	 -7.00	 -3.00	 40.00	   0.0	 0.0310	 13.18	 1.6000	  5.32	  4.73	 0.930	 0.00000000	 0.606	  0.444	  1.60	  0.03	  0.0290	  0.0470	  0.0520	  0.0590	  0.0690	 0.9725	 0.00004292	 0.6251	 0.00000000	 0.2058	 0.90220428	  5.32	  7.87	 0.0314	 0.5310	 0.0001	
m60125c2r2.htb	  30.0	  0.05	 2.000	 -7.00	 -3.00	 40.00	   1.0	 0.0330	 14.34	 1.6000	  6.45	  4.73	 0.868	 0.00000000	 0.624	  0.371	  1.60	  0.03	  0.0280	  0.0460	  0.0510	  0.0580	  0.0670	 0.9896	 0.00000374	 0.6674	 0.00000000	 0.1532	 0.92628232	  6.45	  7.89	 0.0326	 0.5165	 0.0001	
