FILE			 25		 20		 15		 10	
m60110c1r2.htb	 0.52400	 0.63100	 0.76900	 0.95200	
m60110c1r2.htb	 0.65500	 0.76000	 0.88800	 1.04900	
m60110c2r3.htb	 0.51600	 0.62300	 0.76000	 0.94300	
m60110c2r3.htb	 0.53700	 0.64600	 0.78500	 0.96800	
m60110c3r3.htb	 0.08100	 0.09200	 0.10600	 0.12700	
m60110c3r3.htb	 0.08900	 0.10000	 0.11500	 0.13600	
m60117c2r2.htb	 0.13800	 0.16100	 0.19100	 0.23800	
m60117c2r2.htb	 0.12800	 0.14700	 0.17100	 0.20800	
m60125c1r3.htb	 0.04600	 0.05100	 0.05700	 0.06600	
m60125c1r3.htb	 0.26300	 0.30100	 0.35200	 0.42600	
m60125c2r2.htb	 0.04700	 0.05200	 0.05900	 0.06900	
m60125c2r2.htb	 0.04600	 0.05100	 0.05800	 0.06700	
m60125c3r3.htb	 0.04200	 0.04700	 0.05300	 0.06100	
m60125c3r3.htb	 0.02200	 0.02500	 0.02700	 0.03000	
m60125c4r4.htb	 0.11900	 0.13400	 0.15400	 0.18300	
m60125c4r4.htb	 0.11100	 0.12700	 0.14800	 0.17800	
m60201c2r3.htb	 0.06100	 0.06800	 0.07800	 0.09300	
m60201c2r3.htb	 0.02800	 0.03100	 0.03400	 0.03800	
m60201c3r5.htb	 0.06600	 0.07400	 0.08400	 0.09900	
m60201c3r5.htb	 0.06400	 0.07200	 0.08100	 0.09500	
m60201c4r7.htb	 0.20100	 0.23400	 0.27800	 0.34500	
m60201c4r7.htb	 0.12600	 0.14200	 0.16400	 0.19400	
m60201c5r2.htb	 0.03500	 0.03900	 0.04400	 0.05100	
m60201c5r2.htb	 0.03500	 0.03800	 0.04300	 0.05000	
m60203c1r3.htb	 0.39500	 0.47600	 0.58600	 0.74800	
m60203c1r3.htb	 0.32200	 0.39300	 0.49200	 0.64300	
m60203c2r6.htb	 0.24800	 0.30100	 0.37600	 0.49400	
m60203c2r6.htb	 0.26700	 0.32400	 0.40600	 0.53400	
m60203c3r3.htb	 0.10200	 0.11800	 0.14100	 0.17600	
m60203c3r3.htb	 0.07100	 0.08200	 0.09600	 0.11600	
m60207c1r3.htb	 0.03500	 0.03900	 0.04400	 0.05000	
m60207c1r3.htb	 0.02500	 0.02700	 0.03000	 0.03400	
m60207c2r3.htb	 0.17100	 0.19700	 0.23300	 0.28700	
m60207c2r3.htb	 0.16300	 0.19400	 0.23700	 0.30700	
m60207c3r3.htb	 0.12000	 0.13800	 0.16100	 0.19500	
m60207c3r3.htb	 0.21600	 0.25300	 0.30300	 0.38100	
m60207c4r4.htb	 0.07500	 0.08600	 0.10100	 0.12200	
m60207c4r4.htb	 0.02200	 0.02300	 0.02600	 0.02900	
m60301c1r2.htb	 0.29100	 0.35500	 0.44500	 0.58400	
m60301c1r2.htb	 0.39900	 0.48700	 0.60600	 0.77800	
m60301c2r2.htb	 0.04700	 0.05200	 0.06000	 0.07100	
m60301c2r2.htb	 0.24600	 0.29800	 0.37300	 0.49000	
m60301c3r2.htb	 0.12400	 0.14600	 0.17600	 0.22200	
m60301c3r2.htb	 0.31400	 0.38300	 0.48000	 0.62800	
m60301c4r2.htb	 0.03800	 0.04200	 0.04800	 0.05600	
m60301c4r2.htb	 0.04300	 0.04800	 0.05500	 0.06400	
m60302c1r2.htb	 0.27400	 0.33300	 0.41700	 0.54800	
m60302c1r2.htb	 0.46000	 0.55800	 0.68800	 0.86900	
m60302c2r2.htb	 0.04000	 0.04400	 0.05000	 0.05700	
m60302c2r2.htb	 0.04900	 0.05500	 0.06200	 0.07200	
m60302c3r2.htb	 0.31400	 0.38300	 0.48000	 0.62800	
m60302c3r2.htb	 0.36700	 0.44800	 0.55900	 0.72500	
m60302c4r2.htb	 0.03500	 0.03900	 0.04400	 0.05100	
m60302c4r2.htb	 0.17000	 0.20300	 0.24900	 0.32200	
m60404c3r2.htb	 0.03000	 0.03300	 0.03700	 0.04100	
m60404c3r2.htb	 0.03900	 0.04300	 0.04800	 0.05500	
m60404c4r2.htb	 0.08700	 0.09800	 0.11200	 0.13300	
m60404c4r2.htb	 0.05500	 0.06200	 0.07000	 0.08200	
m60404c5r2.htb	 0.05300	 0.05900	 0.06700	 0.07800	
m60404c5r2.htb	 0.04800	 0.05300	 0.05900	 0.06800	
m60405c2r2.htb	 0.04000	 0.04500	 0.05100	 0.06000	
m60405c2r2.htb	 0.07400	 0.08500	 0.10000	 0.12200	
m60405c3r2.htb	 0.05900	 0.06500	 0.07400	 0.08700	
m60405c3r2.htb	 0.04200	 0.04700	 0.05200	 0.06000	
m60414c1r2.htb	 0.10100	 0.11400	 0.13200	 0.15800	
m60414c1r2.htb	 0.09000	 0.10300	 0.11900	 0.14200	
m60414c3r2.htb	 0.10500	 0.11800	 0.13700	 0.16300	
m60414c3r2.htb	 0.13700	 0.15800	 0.18600	 0.22800	
m60419c1r2.htb	 0.06900	 0.07900	 0.09300	 0.11200	
m60419c1r2.htb	 0.05200	 0.05900	 0.06800	 0.08100	
m60419c2r2.htb	 0.17800	 0.21300	 0.26300	 0.34100	
m60419c2r2.htb	 0.09200	 0.10600	 0.12500	 0.15200	
m60420c2r2.htb	 0.17200	 0.20200	 0.24300	 0.30600	
m60420c2r2.htb	 0.19000	 0.22200	 0.26600	 0.33500	
m60424c1r2.htb	 0.13200	 0.15500	 0.18800	 0.23900	
m60424c1r2.htb	 0.15700	 0.18600	 0.22800	 0.29300	
m60424c2r2.htb	 0.09900	 0.11500	 0.13700	 0.17000	
m60424c2r2.htb	 0.06800	 0.07700	 0.09000	 0.10900	
m60515c4r2.htb	 0.05600	 0.06400	 0.07400	 0.08800	
m60515c4r2.htb	 0.03600	 0.04000	 0.04600	 0.05300	
m60517c1r2.htb	 0.07900	 0.09100	 0.10700	 0.13100	
m60517c1r2.htb	 0.13500	 0.15800	 0.19000	 0.23900	
m60517c2r2.htb	 0.02900	 0.03200	 0.03500	 0.04100	
m60517c2r2.htb	 0.04000	 0.04500	 0.05100	 0.05900	
m60517c3r2.htb	 0.05000	 0.05500	 0.06300	 0.07400	
m60517c3r2.htb	 0.08000	 0.09100	 0.10600	 0.12700	
m60517c4r2.htb	 0.07600	 0.08600	 0.10000	 0.11900	
m60517c4r2.htb	 0.02100	 0.02300	 0.02500	 0.02800	
m60517c5r2.htb	 0.09800	 0.11300	 0.13300	 0.16300	
m60517c5r2.htb	 0.06700	 0.07600	 0.08700	 0.10200	
m60517c6r2.htb	 0.10600	 0.12100	 0.14200	 0.17300	
m60517c6r2.htb	 0.18300	 0.21800	 0.26800	 0.34600	
m60518c2r2.htb	 0.07400	 0.08400	 0.09900	 0.12000	
m60518c2r2.htb	 0.07000	 0.08000	 0.09300	 0.11300	
m60519c3r2.htb	 0.04700	 0.05300	 0.06000	 0.07000	
m60519c3r2.htb	 0.08800	 0.10200	 0.12100	 0.14900	
m60523c1r2.htb	 0.01900	 0.02000	 0.02200	 0.02500	
m60523c1r2.htb	 0.06000	 0.06800	 0.07900	 0.09400	
m60523c2r2.htb	 0.15000	 0.17500	 0.20800	 0.25900	
m60523c2r2.htb	 0.14300	 0.17000	 0.20600	 0.26400	
m60523c3r2.htb	 0.11800	 0.13800	 0.16600	 0.21000	
m60523c3r2.htb	 0.20200	 0.24100	 0.29500	 0.38000	
m60523c4r2.htb	 0.17600	 0.21000	 0.25900	 0.33600	
m60523c4r2.htb	 0.07000	 0.08000	 0.09300	 0.11200	
m60524c2r2.htb	 0.05500	 0.06300	 0.07300	 0.08700	
m60524c2r2.htb	 0.09100	 0.10500	 0.12500	 0.15400	
m60524c3r2.htb	 0.05600	 0.06200	 0.07000	 0.08100	
m60524c3r2.htb	 0.02000	 0.02200	 0.02400	 0.02700	
m60524c4r2.htb	 0.07000	 0.08000	 0.09300	 0.11300	
m60524c4r2.htb	 0.08900	 0.10000	 0.11400	 0.13300	
m60524c5r2.htb	 0.22800	 0.26800	 0.32300	 0.40800	
m60524c5r2.htb	 0.20100	 0.23300	 0.27700	 0.34300	
m60525c1r2.htb	 0.07800	 0.08900	 0.10500	 0.12800	
m60525c1r2.htb	 0.11200	 0.13100	 0.15700	 0.19700	
m60525c2r2.htb	 0.13900	 0.16400	 0.19900	 0.25400	
m60525c2r2.htb	 0.10500	 0.12200	 0.14600	 0.18200	
m60525c3r2.htb	 0.06300	 0.07200	 0.08300	 0.10000	
m60525c3r2.htb	 0.04400	 0.04900	 0.05500	 0.06400	
m60525c4r2.htb	 0.04900	 0.05400	 0.06100	 0.07000	
m60525c4r2.htb	 0.04200	 0.04700	 0.05300	 0.06100	
m60531c1r2.htb	 0.07000	 0.08000	 0.09300	 0.11300	
m60531c1r2.htb	 0.10400	 0.12100	 0.14400	 0.18000	
m60531c2r2.htb	 0.06000	 0.06800	 0.07700	 0.09000	
m60531c2r2.htb	 0.06000	 0.06800	 0.07800	 0.09300	
m60601c1r2.htb	 0.07500	 0.08700	 0.10200	 0.12400	
m60601c1r2.htb	 0.16600	 0.19800	 0.24300	 0.31400	
m60601c2r2.htb	 0.22900	 0.26000	 0.30100	 0.36100	
m60601c2r2.htb	 0.16900	 0.19000	 0.21600	 0.25400	
m60601c3r2.htb	 0.06900	 0.07700	 0.08700	 0.10200	
m60601c3r2.htb	 0.06400	 0.07200	 0.08200	 0.09500	
m60601c4r2.htb	 0.07200	 0.08200	 0.09500	 0.11500	
m60601c4r2.htb	 0.05100	 0.05700	 0.06400	 0.07500	
m60601c5r2.htb	 0.20600	 0.24600	 0.30200	 0.39000	
m60601c5r2.htb	 0.43800	 0.53200	 0.65700	 0.83400	
m60602c1r2.htb	 0.15100	 0.17300	 0.20400	 0.24800	
m60602c1r2.htb	 0.25000	 0.30300	 0.37900	 0.49900	
m60602c2r2.htb	 0.05000	 0.05600	 0.06400	 0.07600	
m60602c2r2.htb	 0.12700	 0.14900	 0.18000	 0.22800	
m60602c3r2.htb	 0.16100	 0.18900	 0.22900	 0.29000	
m60602c3r2.htb	 0.13900	 0.15900	 0.18400	 0.22200	
m60602c4r2.htb	 0.06100	 0.06800	 0.07600	 0.08800	
m60602c4r2.htb	 0.15700	 0.18700	 0.22800	 0.29400	
m60602c5r2.htb	 0.13500	 0.15500	 0.18100	 0.22000	
m60602c5r2.htb	 0.17000	 0.19900	 0.24100	 0.30400	
m60605c1r2.htb	 0.44300	 0.52500	 0.63500	 0.79200	
m60605c1r2.htb	 0.64400	 0.74800	 0.87700	 1.03900	
m60605c2r2.htb	 0.04000	 0.04500	 0.05000	 0.05700	
m60605c2r2.htb	 0.01700	 0.01800	 0.02000	 0.02200	
m60605c3r2.htb	 0.07200	 0.08100	 0.09300	 0.10900	
m60605c3r2.htb	 0.16700	 0.19900	 0.24400	 0.31500	
m60606c1r2.htb	 0.02500	 0.02700	 0.03000	 0.03400	
m60606c1r2.htb	 0.02400	 0.02700	 0.02900	 0.03300	
m60606c2r2.htb	 0.01700	 0.01800	 0.02000	 0.02300	
m60606c2r2.htb	 0.03700	 0.04100	 0.04600	 0.05300	
m60606c3r2.htb	 0.06300	 0.07100	 0.08100	 0.09500	
m60606c3r2.htb	 0.04900	 0.05400	 0.06000	 0.07000	
m60606c4r2.htb	 0.07100	 0.07900	 0.09000	 0.10600	
m60606c4r2.htb	 0.07300	 0.08100	 0.09200	 0.10800	
m60606c5r2.htb	 0.05000	 0.05500	 0.06200	 0.07200	
m60606c5r2.htb	 0.04400	 0.04900	 0.05600	 0.06400	
m60613c5r2.htb	 0.36900	 0.44000	 0.53600	 0.68000	
m60613c5r2.htb	 0.64800	 0.76200	 0.90100	 1.07400	
m60613c6r2.htb	 0.17200	 0.20100	 0.24200	 0.30500	
m60613c6r2.htb	 0.30400	 0.36400	 0.44700	 0.57500	
m60614c1r2.htb	 0.09500	 0.11100	 0.13100	 0.16300	
m60614c1r2.htb	 0.19500	 0.23500	 0.29100	 0.37900	
m60614c2r2.htb	 0.19000	 0.22100	 0.26400	 0.33000	
m60614c2r2.htb	 0.16700	 0.19300	 0.22900	 0.28200	
m60614c3r2.htb	 0.02100	 0.02300	 0.02500	 0.02800	
m60614c3r2.htb	 0.02300	 0.02600	 0.02800	 0.03200	
m60614c4r2.htb	 0.01900	 0.02100	 0.02200	 0.02500	
m60614c4r2.htb	 0.02200	 0.02400	 0.02600	 0.02900	
m60615c1r2.htb	 0.04600	 0.05200	 0.05900	 0.06800	
m60615c1r2.htb	 0.12900	 0.15200	 0.18300	 0.23200	
m60615c2r2.htb	 0.10200	 0.11900	 0.14000	 0.17300	
m60615c2r2.htb	 0.12600	 0.14800	 0.17800	 0.22600	
m60616c1r2.htb	 0.09900	 0.11500	 0.13700	 0.17000	
m60616c1r2.htb	 0.23600	 0.28600	 0.35700	 0.46900	
m60616c2r2.htb	 0.06100	 0.07000	 0.08100	 0.09700	
m60616c2r2.htb	 0.05500	 0.06300	 0.07200	 0.08600	
m60619c1r2.htb	 0.05500	 0.06300	 0.07200	 0.08600	
m60619c1r2.htb	 0.11600	 0.13600	 0.16400	 0.20600	
m60619c2r2.htb	 0.04100	 0.04600	 0.05200	 0.06100	
m60619c2r2.htb	 0.04200	 0.04700	 0.05300	 0.06100	
m60619c3r2.htb	 0.04700	 0.05200	 0.06000	 0.07000	
m60619c3r2.htb	 0.04600	 0.05200	 0.05900	 0.06900	
m60619c4r2.htb	 0.10500	 0.12200	 0.14500	 0.18200	
