FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 Onset	 AvgPulseTime	 PulseTimeStdev	 RedFlag	
m61109c4r2.htb	   0.0	  0.03	 2.000	  0.00	 -5.00	 40.00	   0.0	 0.0640	 1050.7000		 6.4987	   0.0	
m61109c5r2.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.0800	 1050.8000		 6.2681	   0.0	
m61110c1r2.htb	 180.0	  0.03	 2.000	  8.00	 -10.00	 40.00	   0.0	 0.2740	 1051.3000		 5.4589	   1.0	
m61110c2r2.htb	 180.0	  0.03	 2.000	  5.00	 -15.00	 40.00	   0.0	 0.2610	 1052.0000		 6.8961	   1.0	
m61110c3r2.htb	 180.0	  0.03	 2.000	  0.00	 -30.00	 40.00	   0.0	 0.1180	 1046.5000		 1.5092	   1.0	
m61113c1r2.htb	 180.0	  0.03	 1.000	  8.00	 -10.00	 40.00	   0.0	 0.1680	 1055.7857		 4.0226	   1.0	
m61113c2r2.htb	 120.0	  0.03	 1.000	 -10.00	 -10.00	 40.00	   0.0	 0.0840	 1052.6500		 6.2767	   1.0	
m61113c3r2.htb	  90.0	  0.03	 2.000	 -5.00	 -15.00	 40.00	   0.0	 0.1450	 1046.0500		 1.6694	   1.0	
m61115c1r2.htb	 180.0	  0.03	 2.000	  0.00	 -5.00	 40.00	   0.0	 0.0650	 1048.5000		 5.2122	   0.0	
m61115c2r2.htb	   0.0	  0.03	 2.000	 10.00	 -5.00	 40.00	   0.0	 0.2440	 1053.3000		 5.3965	   1.0	
m61115c3r2.htb	   0.0	  0.03	 2.000	 -10.00	 -15.00	 40.00	   0.0	 0.0740	 1052.5000		 7.0277	   1.0	
m61115c4r2.htb	   0.0	  0.03	 2.000	  5.00	 -5.00	 40.00	   0.0	 0.1200	 1052.4000		 7.2908	   0.0	
m61116c1r2.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.1610	 1057.5000		 1.2693	   0.0	
m61121c1r2.htb	 180.0	  0.03	 2.000	  5.00	 -10.00	 40.00	   0.0	 -0.4890	 1051.7000		 5.6774	   0.0	
m61122c1r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.1300	 1053.3000		 6.9610	   0.0	
m61122c2r2.htb	 180.0	  0.03	 2.000	  0.00	 -15.00	 40.00	   0.0	 0.2470	 1050.5000		 6.9162	   1.0	
m61122c3r2.htb	  60.0	  0.03	 2.000	 -5.00	  0.00	 40.00	   0.0	 0.2060	 1049.9000		 5.5867	   1.0	
m61122c4r2.htb	  60.0	  0.03	 2.000	 -5.00	 -5.00	 40.00	   0.0	 0.0840	 1055.8000		 4.9800	   1.0	
m61127c1r2.htb	 180.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   0.0	 -0.4890	 1056.5000		 3.3417	   0.0	
m61127c2r2.htb	 180.0	  0.03	 2.000	  5.00	 -5.00	 40.00	   0.0	 0.4770	 1054.8500		 6.1753	   1.0	
m61127c3r2.htb	  30.0	  0.03	 2.000	 10.00	 -5.00	 40.00	   0.0	 0.0610	 1055.2500		 4.9298	   0.0	
m61127c4r2.htb	  90.0	  0.03	 2.000	  5.00	 -10.00	 40.00	   0.0	 0.0720	 1046.2000		 1.6193	   0.0	
m61128c1r2.htb	 180.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   0.0	 0.0570	 1055.5000		 4.4535	   0.0	
m61128c2r2.htb	 180.0	  0.03	 2.000	  5.00	  0.00	 40.00	   0.0	 0.0700	 1048.7000		 8.5900	   0.0	
m61128c3r2.htb	 180.0	  0.03	 2.000	  5.00	 -10.00	 40.00	   0.0	 0.0650	 1053.5000		 6.6875	   0.0	
m61128c4r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.0990	 1057.0000		 1.5635	   0.0	
m61129c1r2.htb	 180.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   0.0	 0.0580	 1054.5000		 6.7041	   0.0	
m61129c2r2.htb	  90.0	  0.03	 2.000	  5.00	 -5.00	 40.00	   0.0	 0.1570	 1045.8000		 1.6193	   1.0	
m61129c3r2.htb	  90.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.0830	 1045.2000		 3.7501	   1.0	
m61130c1r2.htb	 180.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.0540	 1056.5000		 5.3385	   0.0	
m61130c2r2.htb	 180.0	  0.03	 2.000	 10.00	  5.00	 40.00	   0.0	 0.1100	 1052.3000		 5.7164	   1.0	
m61130c3r2.htb	 180.0	  0.03	 2.000	  5.00	  5.00	 40.00	   0.0	 0.2870	 1054.8000		 4.9621	   1.0	
m61130c4r2.htb	 210.0	  0.03	 2.000	  5.00	 -5.00	 40.00	   0.0	 0.2320	 1058.7000		 1.0593	   0.0	
m61201c1r2.htb	 180.0	  0.03	 2.000	  5.00	 -10.00	 40.00	   0.0	 0.0580	 1053.3000		 6.0928	   1.0	
m61201c2r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.0730	 1057.1000		 1.5239	   0.0	
m61204c1r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.0630	 1051.0000		 6.4464	   0.0	
m61204c2r2.htb	   0.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.0560	 1051.5500		 5.8172	   0.0	
m61204c3r2.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   0.0	 0.3830	 1051.6000		 6.0955	   0.0	
m61206c1r2.htb	 180.0	  0.03	 2.000	  5.00	 -10.00	 40.00	   0.0	 0.0530	 1054.5000		 6.2405	   0.0	
m61206c2r2.htb	 180.0	  0.03	 2.000	 -5.00	  0.00	 40.00	   0.0	 0.1500	 1055.0000		 5.1424	   0.0	
m61206c3r2.htb	 240.0	  0.03	 2.000	  5.00	 -5.00	 40.00	   0.0	 0.0550	 1052.8500		 6.2093	   1.0	
m61206c4r2.htb	   0.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.0460	 1051.6000		 6.7032	   0.0	
