FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 Onset	 AvgPulseTime	 PulseTimeStdev	 RedFlag	
m60815c2r2.htb	   0.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   1.0	 0.1410	 996.0000		 0.0000	   0.0	
m60815c4r2.htb	   0.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 0.1820	 996.0000		 0.0000	   0.0	
m60815c4r2.htb	   0.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   1.0	 0.1380	 996.0000		 0.0000	   0.0	
m60821c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.0610	 1073.6000		 1.4298	   1.0	
m60821c1r2.htb	   0.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   1.0	 0.0450	 1073.5000		 1.9003	   0.0	
m60821c2r2.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   0.0	 0.0640	 1074.1000		 1.3338	   1.0	
m60821c2r2.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   1.0	 0.0650	 1074.1000		 1.5526	   0.0	
m60821c3r2.htb	   0.0	  0.03	 2.000	 -10.00	  0.00	 40.00	   0.0	 0.0580	 1074.4000		 1.4298	   1.0	
m60821c3r2.htb	   0.0	  0.03	 2.000	 -10.00	  0.00	 40.00	   1.0	 0.0610	 1073.4000		 1.3499	   0.0	
m60822c3r2.htb	   0.0	  0.03	 2.000	 -8.00	 -10.00	 40.00	   0.0	 0.1270	 1072.7000		 1.5670	   1.0	
m60822c3r2.htb	   0.0	  0.03	 2.000	 -8.00	 -10.00	 40.00	   1.0	 0.0630	 1074.1000		 1.6633	   0.0	
m60822c4r2.htb	   0.0	  0.03	 2.000	 -8.00	  0.00	 40.00	   0.0	 0.0450	 1070.5714		 6.6548	   0.0	
m60822c4r2.htb	   0.0	  0.03	 2.000	 -8.00	  0.00	 40.00	   1.0	 0.0410	 1073.1429		 1.0690	   0.0	
m60823c1r2.htb	   0.0	  0.03	 2.000	 10.00	  5.00	 40.00	   0.0	 0.1400	 1074.0000		 1.6330	   0.0	
m60823c1r2.htb	   0.0	  0.03	 2.000	 10.00	  5.00	 40.00	   1.0	 0.1260	 1074.7000		 1.7670	   0.0	
m60823c2r2.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   0.0	 0.2740	 1074.0000		 1.2472	   0.0	
m60823c2r2.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	   1.0	 0.2600	 1073.7000		 1.6364	   1.0	
m60823c3r2.htb	  70.0	  0.03	 2.000	 -5.00	  0.00	 40.00	   0.0	 0.0490	 1073.3000		 1.2517	   0.0	
m60823c3r2.htb	  70.0	  0.03	 2.000	 -5.00	  0.00	 40.00	   1.0	 0.1030	 1071.8000		 5.7697	   1.0	
m60823c4r2.htb	  70.0	  0.03	 2.000	 -10.00	  0.00	 40.00	   0.0	 0.1390	 1073.8000		 1.5492	   1.0	
m60823c4r2.htb	  70.0	  0.03	 2.000	 -10.00	  0.00	 40.00	   1.0	 0.0700	 1073.4000		 1.3499	   1.0	
m60824c1r2.htb	   0.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   0.0	 0.0280	 1075.0000		 1.3333	   0.0	
m60824c1r2.htb	   0.0	  0.03	 2.000	 -5.00	  5.00	 40.00	   1.0	 0.0240	 1074.1000		 1.7920	   0.0	
m60824c2r2.htb	   0.0	  0.03	 2.000	 -5.00	 -5.00	 40.00	   0.0	 0.0740	 1074.2000		 1.4757	   0.0	
m60824c2r2.htb	   0.0	  0.03	 2.000	 -5.00	 -5.00	 40.00	   1.0	 0.1680	 1073.7000		 2.1108	   0.0	
m60824c3r2.htb	   0.0	  0.03	 2.000	 -5.00	  0.00	 40.00	   0.0	 0.0690	 1071.0000		 7.9443	   1.0	
m60824c3r2.htb	   0.0	  0.03	 2.000	 -5.00	  0.00	 40.00	   1.0	 0.0460	 1074.3000		 1.7670	   1.0	
m60830c1r2.htb	 180.0	  0.03	 2.000	 -8.00	 -10.00	 40.00	   0.0	 0.3920	 1073.7000		 1.8288	   1.0	
m60830c1r2.htb	 180.0	  0.03	 2.000	 -8.00	 -10.00	 40.00	   1.0	 0.3030	 1073.5000		 1.8409	   0.0	
m60830c2r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 2.0080	 1073.6000		 1.5776	   1.0	
m60830c2r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   1.0	 0.0740	 1071.9000		 5.7629	   0.0	
m60831c1r2.htb	 180.0	  0.03	 2.000	 10.00	  0.00	 40.00	   0.0	 -0.4890	 1074.6000		 1.1738	   0.0	
m60831c1r2.htb	 180.0	  0.03	 2.000	 10.00	  0.00	 40.00	   1.0	 0.4300	 1072.0000		 5.8310	   1.0	
m60831c4r2.htb	 180.0	  0.03	 2.000	  5.00	  0.00	 60.00	   0.0	 0.0590	 1089.7273		 5.7112	   1.0	
m60831c4r2.htb	 180.0	  0.03	 2.000	  5.00	  0.00	 60.00	   1.0	 0.0560	 1090.3636		 1.8586	   1.0	
m60901c4r2.htb	 180.0	  0.03	 2.000	 -5.00	 -5.00	 40.00	   0.0	 -0.4890	 1073.1000		 1.2867	   0.0	
m60901c4r2.htb	 180.0	  0.03	 2.000	 -5.00	 -5.00	 40.00	   1.0	 0.0910	 1074.5000		 1.6499	   0.0	
m60907c1r2.htb	 180.0	  0.03	 2.000	 10.00	  8.00	 40.00	   0.0	 0.0790	 1073.5500		 4.4423	   1.0	
m60907c1r2.htb	 180.0	  0.03	 2.000	 10.00	  8.00	 40.00	   1.0	 0.0710	 1073.8500		 1.3089	   1.0	
m60907c2r2.htb	 180.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   0.0	 0.1560	 1071.9000		 5.8395	   1.0	
m60907c2r2.htb	 180.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   1.0	 0.1020	 1073.8000		 1.5492	   0.0	
m60907c3r2.htb	 120.0	  0.03	 2.000	  0.00	 -15.00	 40.00	   0.0	 0.3670	 1073.1000		 1.7920	   1.0	
m60907c3r2.htb	 120.0	  0.03	 2.000	  0.00	 -15.00	 40.00	   1.0	 0.1010	 1072.6000		 5.9292	   1.0	
m61024c1r2.htb	   0.0	  0.03	 2.000	  0.00	 10.00	 40.00	   0.0	 0.1580	 1068.2000		 6.1608	   0.0	
m61024c1r2.htb	   0.0	  0.03	 2.000	  0.00	 10.00	 40.00	   1.0	 0.1990	 1064.1000		 9.1463	   1.0	
m61024c2r2.htb	   0.0	  0.03	 2.000	  0.00	  5.00	 40.00	   0.0	 0.1570	 1068.5000		 6.3640	   1.0	
m61024c2r2.htb	   0.0	  0.03	 2.000	  0.00	  5.00	 40.00	   1.0	 0.0810	 1068.4000		 6.3456	   1.0	
m61027c1r2.htb	   0.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   0.0	 0.2830	 1070.4000		 1.7764	   0.0	
m61027c1r2.htb	   0.0	  0.03	 2.000	 10.00	 -10.00	 40.00	   1.0	 0.3000	 1070.0000		 1.5635	   0.0	
m61027c2r2.htb	   0.0	  0.03	 2.000	  5.00	 -5.00	 40.00	   0.0	 0.4000	 1069.7000		 1.5670	   0.0	
m61027c2r2.htb	   0.0	  0.03	 2.000	  5.00	 -5.00	 40.00	   1.0	 0.1910	 1070.1000		 1.3703	   1.0	
m61106c4r2.htb	 120.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.1350	 1053.6000		 5.8916	   0.0	
m61108c2r2.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.0850	 1049.0000		 5.4160	   1.0	
m61108c3r1.htb	 180.0	  0.03	 2.000	  0.00	 -10.00	 40.00	   0.0	 0.0600	 1052.9000		 6.9674	   0.0	
m61128c2r2.htb	 180.0	  0.03	 2.000	  5.00	  0.00	 40.00	   0.0	 0.0700	 1048.7000		 8.5900	   0.0	
m61201c3r2.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   0.0	 1.6610	 1054.2000		 5.4732	   0.0	
