FILE			 25		 20		 15		 10	
m60201c1r3.htb	 0.08600	 0.09700	 0.11300	 0.13600	
m60201c1r3.htb	 0.00500	 0.00500	 0.00600	 0.00600	
m60208c1r2.htb	 0.24600	 0.28600	 0.34100	 0.42500	
m60208c1r2.htb	 0.24600	 0.28700	 0.34200	 0.42700	
m60213c1r3.htb	 0.19900	 0.23700	 0.29000	 0.37400	
m60213c1r3.htb	 0.16400	 0.19500	 0.23900	 0.30900	
m60217c1r2.htb	 0.17000	 0.19600	 0.23100	 0.28300	
m60217c1r2.htb	 0.34900	 0.42600	 0.53300	 0.69300	
m60220c2r2.htb	 0.10900	 0.12700	 0.15200	 0.19000	
m60220c2r2.htb	 0.04700	 0.05200	 0.05900	 0.06800	
m60220c3r2.htb	 0.08900	 0.10300	 0.12200	 0.15100	
m60220c3r2.htb	 0.14700	 0.17400	 0.21200	 0.27100	
m60220c6r3.htb	 0.06900	 0.07800	 0.08800	 0.10300	
m60220c6r3.htb	 0.05900	 0.06600	 0.07600	 0.08900	
m60221c1r2.htb	 0.25300	 0.29700	 0.35700	 0.45000	
m60221c1r2.htb	 0.18700	 0.21500	 0.25400	 0.31300	
m60221c2r2.htb	 0.21800	 0.25900	 0.31600	 0.40600	
m60221c2r2.htb	 0.34500	 0.41500	 0.51300	 0.66000	
m60221c3r2.htb	 0.06600	 0.07600	 0.08800	 0.10600	
m60221c3r2.htb	 0.08100	 0.09300	 0.10900	 0.13300	
m60221c4r3.htb	 0.16800	 0.19500	 0.23100	 0.28600	
m60221c4r3.htb	 0.16700	 0.19400	 0.23100	 0.28700	
m60221c5r2.htb	 0.18200	 0.21800	 0.26800	 0.34900	
m60221c5r2.htb	 0.12600	 0.14900	 0.17900	 0.22700	
m60227c1r2.htb	 0.54400	 0.64700	 0.77800	 0.95300	
m60227c1r2.htb	 0.72800	 0.83800	 0.96900	 1.12600	
m60227c2r2.htb	 0.68300	 0.80300	 0.94500	 1.11600	
m60227c2r2.htb	 0.79400	 0.90400	 1.03100	 1.17700	
m60404c1r2.htb	 0.07700	 0.08800	 0.10300	 0.12600	
m60404c1r2.htb	 0.27000	 0.32800	 0.41100	 0.54100	
m60411c1r2.htb	 0.08300	 0.09600	 0.11300	 0.13900	
m60411c1r2.htb	 0.17100	 0.19900	 0.23700	 0.29500	
m60412c3r2.htb	 0.29400	 0.35900	 0.45000	 0.59000	
m60412c3r2.htb	 0.47100	 0.57100	 0.70300	 0.88500	
m60413c1r2.htb	 0.19700	 0.23400	 0.28400	 0.36400	
m60413c1r2.htb	 0.15400	 0.18300	 0.22400	 0.28800	
m60413c2r2.htb	 0.06800	 0.07800	 0.09100	 0.11000	
m60413c2r2.htb	 0.13300	 0.15700	 0.19000	 0.24100	
m60417c1r2.htb	 0.00400	 0.00500	 0.00500	 0.00500	
m60417c1r2.htb	 0.06100	 0.06800	 0.07700	 0.08900	
m60418c2r2.htb	 0.17500	 0.20400	 0.24300	 0.30300	
m60418c2r2.htb	 0.13900	 0.16400	 0.20000	 0.25500	
m60418c3r2.htb	 0.15300	 0.17700	 0.21000	 0.26000	
m60418c3r2.htb	 0.10900	 0.12300	 0.14200	 0.17100	
m60420c3r2.htb	 0.17800	 0.21000	 0.25300	 0.31900	
m60420c3r2.htb	 0.30700	 0.36900	 0.45400	 0.58500	
m60420c4r2.htb	 0.22100	 0.26200	 0.31900	 0.40800	
m60420c4r2.htb	 0.24600	 0.28700	 0.34500	 0.43200	
m60420c5r2.htb	 0.12300	 0.14200	 0.16800	 0.20800	
m60420c5r2.htb	 0.13100	 0.15100	 0.17800	 0.21800	
m60424c6r2.htb	 0.14200	 0.16500	 0.19500	 0.24000	
m60424c6r2.htb	 0.29900	 0.36000	 0.44400	 0.57400	
m60515c4r2.htb	 0.05600	 0.06400	 0.07400	 0.08800	
m60515c4r2.htb	 0.03600	 0.04000	 0.04600	 0.05300	
m60518c3r2.htb	 0.12000	 0.14100	 0.16900	 0.21400	
m60518c3r2.htb	 0.12700	 0.14900	 0.18000	 0.22800	
m60518c4r2.htb	 0.04600	 0.05100	 0.05900	 0.06900	
m60518c4r2.htb	 0.37600	 0.45900	 0.57300	 0.74000	
m60524c6r2.htb	 0.22700	 0.27400	 0.34200	 0.44900	
