FILE		 q(1)	 q(2)	 q(3)	 q(4)	 q(5)	 spont	
m60821c1r8.htb	 1.54412 12.51491 0.01349 -2.79367 1.00690 2.84939
m60821c2r8.htb	 3.83587 0.96901 0.24276 1.35014 0.99064 1.04478
m60821c3r8.htb	 0.00000 10.52068 0.03074 -18.08701 1.90863 2.23881
m60629c4r8.htb	 0.76138 17.99705 0.00615 -0.35663 0.25948 6.41791
m60629c3r8.htb	 22.96745 10.14925 0.01368 -0.92911 0.43287 16.76617
m60629c2r8.htb	 19.34899 5.02878 0.07764 0.92808 1.04630 12.03980
m60629c2r8.htb	 19.34899 5.02883 0.07764 0.92812 1.04630 12.03980
m60629c1r8.htb	 6.92767 10.57161 0.05391 -7.06822 2.21095 3.64842
m60629c3r8.htb	 22.96769 10.14925 0.01368 -0.92890 0.43287 16.76617
