0.025	 0.075	 0.125	 0.175	 0.225	 0.275	 0.325	 0.375	 0.425	 0.475	 0.525	 0.575	 0.625	 0.675	 0.725	 0.775	 0.825	 0.875	 0.925	 0.975	 1.025	 1.075	 1.125	 1.175	 1.225	 1.275	 1.325	 1.375	 1.425	 1.475	 1.525	 1.575	 1.625	 1.675	 1.725	 1.775	 1.825	 1.875	 1.925	 1.975	 2.025	 2.075	 2.125	 2.175	 2.225	 2.275	 2.325	 2.375	 2.425	 2.475	 2.525	 2.575	 2.625	 2.675	 2.725	 2.775	 2.825	 2.875	 2.925	 2.975	 3.000	
0.333	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.667	 0.333	 0.333	 0.000	 0.000	 0.333	 0.333	 0.667	 0.667	 0.333	 1.000	 0.333	 0.333	 0.333	 1.000	 0.667	 0.000	 0.000	 0.333	 0.000	 0.333	 0.000	 0.667	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.333	 0.000	 0.333	 0.000	 0.333	 0.333	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	 0.333	 0.000	 0.000	 0.000	 0.000	 0.333	 0.000	 0.000	
0.200	 0.000	 0.133	 0.067	 0.133	 0.067	 0.000	 0.000	 0.000	 0.000	 0.133	 0.067	 0.267	 0.867	 0.867	 1.000	 0.933	 0.533	 0.800	 0.600	 0.267	 0.667	 0.467	 0.200	 0.667	 0.733	 0.933	 0.600	 0.333	 0.733	 0.600	 0.533	 0.333	 0.267	 0.133	 0.133	 0.600	 0.333	 0.600	 0.533	 0.600	 0.400	 0.400	 0.267	 0.467	 0.133	 0.333	 0.200	 0.733	 0.267	 0.267	 0.333	 0.000	 0.133	 0.000	 0.000	 0.067	 0.067	 0.000	 0.067	 0.000	
0.389	 0.278	 0.389	 0.278	 0.333	 0.167	 0.167	 0.222	 0.056	 0.278	 0.056	 0.278	 0.667	 0.667	 0.556	 0.500	 0.500	 0.444	 0.556	 0.722	 0.444	 0.667	 0.611	 0.667	 0.500	 0.556	 1.000	 0.500	 0.611	 0.667	 0.556	 0.500	 0.667	 0.278	 0.556	 0.278	 0.333	 0.611	 0.611	 0.778	 0.611	 0.278	 0.389	 0.111	 0.222	 0.278	 0.278	 0.556	 0.167	 0.500	 0.444	 0.389	 0.333	 0.222	 0.056	 0.056	 0.222	 0.111	 0.167	 0.056	 0.000	
0.125	 0.313	 0.563	 0.438	 0.375	 0.500	 0.313	 0.500	 0.125	 0.250	 0.313	 0.688	 0.313	 0.813	 0.625	 0.875	 0.875	 0.875	 0.875	 0.938	 0.938	 1.000	 0.875	 0.563	 0.563	 0.875	 0.750	 0.688	 0.438	 0.750	 0.938	 0.625	 0.438	 0.750	 0.813	 0.875	 0.375	 0.813	 0.375	 0.438	 0.688	 0.563	 0.813	 1.000	 0.688	 0.625	 0.938	 0.500	 0.875	 0.375	 0.438	 0.500	 0.313	 0.500	 0.438	 0.500	 0.438	 0.250	 0.438	 0.188	 0.000	
0.000	 0.222	 0.444	 0.111	 0.000	 0.111	 0.000	 0.111	 0.222	 0.000	 0.444	 0.333	 0.222	 0.222	 0.111	 1.000	 0.333	 0.444	 0.778	 0.778	 0.889	 0.778	 0.111	 0.333	 0.667	 0.222	 0.444	 0.444	 0.778	 0.778	 1.000	 0.222	 0.444	 0.556	 0.333	 0.222	 0.111	 0.333	 0.333	 0.222	 0.333	 0.111	 0.222	 0.778	 0.111	 0.111	 0.333	 0.111	 0.000	 0.222	 0.111	 0.000	 0.000	 0.000	 0.333	 0.111	 0.111	 0.222	 0.444	 0.222	 0.000	
0.267	 0.333	 0.200	 0.133	 0.200	 0.067	 0.133	 0.067	 0.333	 0.267	 0.333	 0.133	 0.333	 0.600	 0.867	 0.667	 0.800	 0.667	 0.667	 0.600	 0.667	 0.400	 0.600	 0.200	 0.200	 0.467	 0.733	 0.267	 1.000	 0.533	 0.400	 0.467	 0.267	 0.267	 0.333	 0.600	 0.533	 0.467	 0.267	 0.333	 0.600	 0.467	 0.267	 0.467	 0.733	 0.333	 0.467	 0.333	 0.067	 0.267	 0.467	 0.400	 0.267	 0.200	 0.067	 0.067	 0.067	 0.067	 0.000	 0.000	 0.000	
0.067	 0.533	 0.200	 0.000	 0.267	 0.200	 0.067	 0.133	 0.133	 0.133	 0.133	 0.267	 0.333	 1.000	 0.933	 0.600	 0.467	 0.667	 0.933	 0.867	 0.800	 0.533	 0.600	 0.200	 0.267	 0.267	 0.467	 0.667	 0.867	 0.667	 0.400	 0.467	 0.333	 0.400	 0.267	 0.600	 0.867	 0.600	 0.467	 0.267	 0.400	 0.400	 0.800	 0.467	 0.733	 0.600	 0.333	 0.667	 0.333	 0.467	 0.600	 0.400	 0.400	 0.333	 0.133	 0.133	 0.067	 0.000	 0.067	 0.133	 0.000	
0.087	 0.130	 0.043	 0.087	 0.087	 0.130	 0.087	 0.043	 0.043	 0.043	 0.130	 0.087	 0.609	 0.348	 0.609	 0.304	 0.391	 0.826	 0.739	 0.565	 0.217	 0.435	 0.391	 0.304	 0.348	 0.739	 0.826	 0.565	 0.304	 0.261	 0.348	 0.391	 0.217	 0.696	 0.783	 0.522	 0.391	 0.304	 0.435	 0.435	 0.304	 0.696	 0.783	 0.565	 0.304	 0.217	 0.261	 0.391	 0.130	 0.696	 1.000	 0.478	 0.087	 0.130	 0.000	 0.087	 0.043	 0.087	 0.087	 0.087	 0.000	
0.222	 0.167	 0.222	 0.167	 0.389	 0.500	 0.222	 0.389	 0.389	 0.278	 0.278	 0.389	 0.389	 1.000	 0.889	 0.889	 0.722	 0.667	 0.444	 0.222	 0.667	 0.500	 0.500	 0.778	 0.611	 0.667	 1.000	 0.722	 0.833	 0.722	 0.611	 0.611	 0.722	 0.333	 0.500	 0.500	 0.611	 0.389	 0.556	 0.778	 0.389	 0.667	 0.667	 0.667	 0.444	 0.611	 0.556	 0.500	 0.667	 0.333	 0.556	 0.389	 0.333	 0.111	 0.000	 0.278	 0.111	 0.056	 0.056	 0.000	 0.000	
0.318	 0.227	 0.136	 0.136	 0.227	 0.091	 0.136	 0.364	 0.318	 0.318	 0.409	 0.545	 0.636	 0.864	 0.818	 0.727	 0.545	 0.864	 0.909	 1.000	 0.864	 0.773	 0.455	 0.545	 0.545	 0.500	 0.909	 0.682	 0.682	 0.636	 0.318	 0.409	 0.318	 0.727	 0.545	 0.864	 0.818	 0.318	 0.500	 0.545	 0.273	 0.545	 0.727	 0.864	 0.500	 0.545	 0.318	 0.273	 0.545	 0.591	 0.636	 0.500	 0.455	 0.364	 0.318	 0.182	 0.136	 0.227	 0.000	 0.000	 0.000	
0.125	 0.000	 0.083	 0.208	 0.083	 0.042	 0.042	 0.000	 0.000	 0.000	 0.042	 0.042	 0.625	 0.583	 0.792	 0.792	 0.625	 1.000	 0.708	 0.542	 0.458	 0.667	 0.583	 0.292	 0.500	 0.458	 0.792	 0.167	 0.375	 0.708	 0.542	 0.375	 0.542	 0.417	 0.500	 0.333	 0.500	 0.500	 0.708	 0.542	 0.458	 0.417	 0.542	 0.208	 0.250	 0.292	 0.792	 0.458	 0.458	 0.417	 0.625	 0.417	 0.375	 0.083	 0.292	 0.083	 0.000	 0.125	 0.042	 0.042	 0.000	
0.000	 0.083	 0.000	 0.333	 0.167	 0.083	 0.250	 0.167	 0.000	 0.000	 0.000	 0.167	 0.333	 1.000	 0.583	 0.667	 0.417	 0.583	 0.167	 0.333	 0.083	 0.417	 0.167	 0.083	 0.167	 0.167	 0.167	 0.167	 0.333	 0.250	 0.417	 0.167	 0.333	 0.417	 0.250	 0.333	 0.167	 0.250	 0.250	 0.250	 0.250	 0.083	 0.000	 0.167	 0.250	 0.083	 0.083	 0.083	 0.000	 0.167	 0.083	 0.083	 0.000	 0.083	 0.167	 0.000	 0.167	 0.000	 0.083	 0.083	 0.000	
0.000	 0.000	 0.067	 0.000	 0.067	 0.000	 0.133	 0.067	 0.133	 0.133	 0.133	 0.133	 0.933	 0.667	 0.933	 0.733	 0.733	 0.667	 0.933	 0.867	 0.533	 0.533	 0.733	 0.733	 0.867	 0.333	 0.600	 0.800	 0.667	 0.867	 1.000	 0.733	 0.733	 0.600	 0.800	 0.667	 1.000	 0.333	 0.600	 0.667	 0.600	 0.667	 0.467	 0.600	 0.667	 0.600	 0.867	 0.733	 0.267	 0.533	 0.533	 0.267	 0.200	 0.000	 0.067	 0.000	 0.000	 0.000	 0.000	 0.000	 0.000	
0.000	 0.000	 0.000	 0.000	 0.100	 0.000	 0.000	 0.000	 0.200	 0.000	 0.000	 0.000	 0.600	 0.700	 0.800	 0.800	 0.900	 0.400	 1.000	 0.800	 0.700	 0.500	 0.700	 0.600	 0.400	 0.500	 0.700	 0.700	 0.600	 0.600	 0.500	 0.300	 0.400	 0.900	 0.800	 0.500	 0.400	 0.500	 0.700	 0.300	 0.600	 0.800	 0.400	 0.600	 0.800	 0.600	 0.700	 0.800	 0.700	 0.800	 0.700	 0.600	 0.400	 0.000	 0.000	 0.000	 0.100	 0.100	 0.000	 0.000	 0.000	
0.278	 0.222	 0.222	 0.167	 0.056	 0.000	 0.056	 0.000	 0.222	 0.000	 0.333	 0.167	 0.278	 1.000	 0.611	 0.500	 0.722	 0.444	 0.444	 0.333	 0.444	 0.500	 0.389	 0.278	 0.278	 0.389	 0.167	 0.278	 0.222	 0.056	 0.222	 0.278	 0.389	 0.444	 0.333	 0.556	 0.500	 0.500	 0.556	 0.556	 0.500	 0.500	 0.444	 0.444	 0.389	 0.500	 0.722	 0.389	 0.333	 0.500	 0.611	 0.278	 0.222	 0.111	 0.167	 0.111	 0.167	 0.167	 0.056	 0.111	 0.000	
0.167	 0.278	 0.278	 0.278	 0.389	 0.222	 0.278	 0.111	 0.167	 0.222	 0.056	 0.389	 0.111	 1.000	 0.778	 0.611	 0.667	 0.611	 0.278	 0.500	 0.333	 1.000	 0.833	 0.611	 0.611	 0.444	 0.278	 0.500	 0.500	 0.778	 0.889	 0.722	 0.500	 0.556	 0.389	 0.278	 0.389	 0.889	 0.833	 0.778	 0.556	 0.389	 0.167	 0.333	 0.389	 0.722	 0.611	 0.833	 0.611	 0.389	 0.333	 0.278	 0.222	 0.333	 0.222	 0.278	 0.333	 0.111	 0.222	 0.167	 0.000	
0.000	 0.300	 0.100	 0.400	 0.200	 0.100	 0.300	 0.300	 0.000	 0.300	 0.200	 0.200	 0.500	 0.600	 0.700	 0.700	 0.800	 1.000	 0.700	 1.000	 0.500	 0.400	 0.500	 0.700	 0.300	 0.600	 0.400	 0.500	 0.600	 0.800	 0.300	 0.700	 0.700	 0.500	 0.600	 0.300	 0.400	 0.300	 0.900	 0.700	 0.500	 0.400	 0.900	 0.400	 0.600	 0.600	 0.600	 0.500	 0.300	 0.300	 0.400	 0.100	 0.000	 0.600	 0.200	 0.100	 0.200	 0.200	 0.200	 0.100	 0.000	
