FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 MaxLoc	 MaxRsp	 MinLoc	 MinRsp	 AvgRsp	 Spont	 AnovaP	 MSgrp	 MSerror	 MaxX 	 MinX 	
m60201c3r9.htb	 270.0	  0.03	 2.000	  8.00	 -15.00	 50.00	   1.0	 26.20	 30.15	  2.26	  5.73	 15.19	  6.14	 0.00000000	     11.602	      0.461	 64.00	  1.00	
m60201c4r10.htb	 270.0	  0.05	 2.000	  8.00	 -18.00	 50.00	   0.0	 64.00	  7.86	  1.00	  2.94	  4.82	  2.99	 0.00000002	      1.785	      0.161	 64.00	  1.00	
m60201c4r10.htb	 270.0	  0.05	 2.000	  8.00	 -18.00	 50.00	   1.0	 52.66	  9.58	  1.00	  3.13	  4.95	  2.99	 0.00000001	      1.938	      0.170	 64.00	  1.00	
m60201c5r8.htb	 100.0	  0.03	 2.000	 10.00	 -10.00	 50.00	   0.0	 51.40	 33.57	  1.00	  2.56	 10.32	  3.91	 0.00000000	     15.822	      0.856	 64.00	  1.00	
m60201c5r8.htb	 100.0	  0.03	 2.000	 10.00	 -10.00	 50.00	   1.0	 48.88	 28.80	  2.26	  2.51	  9.45	  3.91	 0.00000004	     12.350	      0.894	 64.00	  1.00	
m60203c2r9.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   0.0	 64.00	 23.22	  2.26	  7.23	 12.73	 10.61	 0.00000000	      3.325	      0.113	 64.00	  1.00	
m60203c2r9.htb	   0.0	  0.03	 2.000	 -5.00	 -10.00	 40.00	   1.0	 64.00	 21.14	  4.15	  8.86	 13.37	 10.61	 0.00000000	      2.632	      0.133	 64.00	  1.00	
m60203c3r6.htb	   0.0	  0.03	 2.000	  5.00	 -20.00	 40.00	   0.0	 24.31	 15.51	 52.66	  4.52	  8.49	  9.08	 0.00278965	      1.671	      0.340	 64.00	  1.00	
m60203c3r6.htb	   0.0	  0.03	 2.000	  5.00	 -20.00	 40.00	   1.0	 64.00	 14.43	  1.00	  5.72	  9.49	  9.08	 0.04524203	      1.118	      0.418	 64.00	  1.00	
m60207c1r6.htb	 120.0	  0.03	 4.000	 -8.00	 -12.00	 50.00	   0.0	 52.66	  8.80	  2.89	  0.83	  2.71	  1.00	 0.00000000	      5.423	      0.392	 64.00	  1.00	
m60207c1r6.htb	 120.0	  0.03	 4.000	 -8.00	 -12.00	 50.00	   1.0	 64.00	  8.51	  6.67	  0.87	  3.41	  1.00	 0.00000000	      6.054	      0.285	 64.00	  1.00	
m60207c2r6.htb	 300.0	  0.03	 4.000	  0.00	 -2.00	 50.00	   0.0	 64.00	 12.49	  3.52	  5.35	  7.49	  4.98	 0.00000004	      2.031	      0.190	 64.00	  1.00	
m60207c2r6.htb	 300.0	  0.03	 4.000	  0.00	 -2.00	 50.00	   1.0	 64.00	 12.09	  1.63	  4.57	  7.36	  4.98	 0.00000000	      2.702	      0.181	 64.00	  1.00	
m60207c3r6.htb	  50.0	  0.03	 4.000	 -5.00	 -5.00	 50.00	   0.0	 64.00	 22.49	  5.41	  9.57	 12.96	  9.80	 0.00000001	      3.270	      0.272	 64.00	  1.00	
m60207c3r6.htb	  50.0	  0.03	 4.000	 -5.00	 -5.00	 50.00	   1.0	 64.00	 24.23	  2.89	  9.31	 13.34	  9.80	 0.00000000	      4.385	      0.298	 64.00	  1.00	
m60207c4r5.htb	  30.0	  0.03	 2.000	 10.00	 10.00	 50.00	   0.0	 64.00	 19.40	  2.26	  7.50	 12.64	  8.36	 0.00000364	      4.679	      0.615	 64.00	  1.00	
m60207c4r5.htb	  30.0	  0.03	 2.000	 10.00	 10.00	 50.00	   1.0	 50.77	 24.06	  1.00	  8.91	 13.22	  8.36	 0.00004399	      3.989	      0.653	 64.00	  1.00	
m60213c1r6.htb	  30.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 64.00	 14.08	  1.00	  3.08	  7.29	  3.83	 0.00000000	      4.900	      0.302	 64.00	  1.00	
m60213c1r6.htb	  30.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   1.0	 64.00	 14.03	  2.26	  3.87	  7.53	  3.83	 0.00000000	      4.723	      0.364	 64.00	  1.00	
m60213c2r6.htb	 350.0	  0.03	 2.000	  0.00	 15.00	 50.00	   0.0	 64.00	 13.13	  2.26	  1.35	  5.34	  1.19	 0.00000000	     11.591	      0.324	 64.00	  1.00	
m60213c2r6.htb	 350.0	  0.03	 2.000	  0.00	 15.00	 50.00	   1.0	 50.77	 23.58	  2.26	  1.46	  6.37	  1.19	 0.00000000	     13.627	      0.527	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   0.0	 64.00	 25.67	  2.26	  2.09	  9.29	  2.44	 0.00000000	     20.120	      0.569	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   1.0	 64.00	 29.50	  2.89	  2.72	 10.25	  2.44	 0.00000000	     22.556	      0.457	 64.00	  1.00	
m60213c4r6.htb	  20.0	  0.03	 2.000	  5.00	 12.00	 50.00	   0.0	 64.00	 13.53	  4.78	  3.96	  7.92	  4.88	 0.00000000	      4.836	      0.329	 64.00	  1.00	
m60213c4r6.htb	  20.0	  0.03	 2.000	  5.00	 12.00	 50.00	   1.0	 64.00	 15.37	  1.00	  4.43	  8.12	  4.88	 0.00000000	      5.360	      0.270	 64.00	  1.00	
m60110c1r10.htb	   0.0	  0.05	 2.000	  0.00	  0.00	 30.00	   0.0	 	 	 	 	  1.94	   NaN	        NaN	        NaN	      0.180	 30.00	 30.00	
m60110c1r10.htb	   0.0	  0.05	 2.000	  0.00	  0.00	 30.00	   0.0	 	 	 	 	  1.94	   NaN	        NaN	        NaN	      0.180	 30.00	 30.00	
m60207c1r6.htb	 120.0	  0.03	 4.000	 -8.00	 -12.00	 50.00	   0.0	 52.66	  8.80	  2.89	  0.83	  2.71	  1.00	 0.00000000	      5.423	      0.392	 64.00	  1.00	
m60207c1r6.htb	 120.0	  0.03	 4.000	 -8.00	 -12.00	 50.00	   1.0	 64.00	  8.51	  6.67	  0.87	  3.41	  1.00	 0.00000000	      6.054	      0.285	 64.00	  1.00	
m60207c1r6.htb	 120.0	  0.03	 4.000	 -8.00	 -12.00	 50.00	   0.0	 52.66	  8.80	  2.89	  0.83	  2.71	  1.00	 0.00000000	      5.423	      0.392	 64.00	  1.00	
m60207c1r6.htb	 120.0	  0.03	 4.000	 -8.00	 -12.00	 50.00	   1.0	 64.00	  8.51	  6.67	  0.87	  3.41	  1.00	 0.00000000	      6.054	      0.285	 64.00	  1.00	
m60221c5r7.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 50.00	   0.0	 64.00	  9.20	  8.56	  1.78	  3.93	  1.69	 0.00000000	      4.892	      0.282	 64.00	  1.00	
m60221c5r7.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 50.00	   1.0	 64.00	  6.52	  1.00	  1.09	  3.28	  1.69	 0.00000000	      3.450	      0.201	 64.00	  1.00	
m60221c5r7.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 50.00	   0.0	 64.00	  9.20	  8.56	  1.78	  3.93	  1.69	 0.00000000	      4.892	      0.282	 64.00	  1.00	
m60221c5r7.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 50.00	   1.0	 64.00	  6.52	  1.00	  1.09	  3.28	  1.69	 0.00000000	      3.450	      0.201	 64.00	  1.00	
m60227c1r6.htb	  30.0	  0.05	 2.000	  5.00	  0.00	 40.00	   0.0	 28.09	  8.59	  1.00	  1.29	  4.37	  1.79	 0.00000000	      4.920	      0.403	 64.00	  1.00	
m60227c1r6.htb	  30.0	  0.05	 2.000	  5.00	  0.00	 40.00	   1.0	 52.03	  8.14	  1.00	  1.34	  4.36	  1.79	 0.00000003	      3.934	      0.363	 64.00	  1.00	
m60221c5r7.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 50.00	   0.0	 64.00	  9.20	  8.56	  1.78	  3.93	  1.69	 0.00000000	      4.892	      0.282	 64.00	  1.00	
m60221c5r7.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 50.00	   1.0	 64.00	  6.52	  1.00	  1.09	  3.28	  1.69	 0.00000000	      3.450	      0.201	 64.00	  1.00	
m60221c3r6.htb	   0.0	  0.03	 2.000	  3.00	  8.00	 50.00	   0.0	 64.00	 17.86	  1.00	  1.89	  8.29	  2.09	 0.00000000	     16.910	      0.208	 64.00	  1.00	
m60221c3r6.htb	   0.0	  0.03	 2.000	  3.00	  8.00	 50.00	   1.0	 64.00	 17.56	  1.00	  2.09	  8.73	  2.09	 0.00000000	     14.232	      0.256	 64.00	  1.00	
m60221c3r6.htb	   0.0	  0.03	 2.000	  3.00	  8.00	 50.00	   0.0	 64.00	 17.86	  1.00	  1.89	  8.29	  2.09	 0.00000000	     16.910	      0.208	 64.00	  1.00	
m60221c3r6.htb	   0.0	  0.03	 2.000	  3.00	  8.00	 50.00	   1.0	 64.00	 17.56	  1.00	  2.09	  8.73	  2.09	 0.00000000	     14.232	      0.256	 64.00	  1.00	
m60301c3r6.htb	  30.0	  0.03	 4.000	 10.00	 -5.00	 40.00	   0.0	 51.40	 35.35	  1.00	  4.28	 15.29	  5.67	 0.00003116	      8.219	      0.947	 64.00	  1.00	
m60301c3r6.htb	  30.0	  0.03	 4.000	 10.00	 -5.00	 40.00	   1.0	 50.77	 37.25	  4.15	  4.87	 14.38	  5.67	 0.00006526	      6.599	      0.851	 64.00	  1.00	
m60112c1r6.htb	  30.0	  0.05	 2.000	  0.00	  0.00	 30.00	   0.0	 64.00	 26.12	  1.63	  4.48	 14.48	  7.63	 0.00000000	     10.119	      0.208	 64.00	  1.00	
m60112c1r6.htb	  30.0	  0.05	 2.000	  0.00	  0.00	 30.00	   1.0	 48.25	 31.85	  1.00	  5.97	 15.13	  7.63	 0.00000000	      7.179	      0.330	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   0.0	 64.00	 25.67	  2.26	  2.09	  9.29	  2.44	 0.00000000	     20.120	      0.569	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   1.0	 64.00	 29.50	  2.89	  2.72	 10.25	  2.44	 0.00000000	     22.556	      0.457	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   0.0	 64.00	 25.67	  2.26	  2.09	  9.29	  2.44	 0.00000000	     20.120	      0.569	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   1.0	 64.00	 29.50	  2.89	  2.72	 10.25	  2.44	 0.00000000	     22.556	      0.457	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   0.0	 64.00	 25.67	  2.26	  2.09	  9.29	  2.44	 0.00000000	     20.120	      0.569	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   1.0	 64.00	 29.50	  2.89	  2.72	 10.25	  2.44	 0.00000000	     22.556	      0.457	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   0.0	 64.00	 25.67	  2.26	  2.09	  9.29	  2.44	 0.00000000	     20.120	      0.569	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   1.0	 64.00	 29.50	  2.89	  2.72	 10.25	  2.44	 0.00000000	     22.556	      0.457	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   0.0	 64.00	 25.67	  2.26	  2.09	  9.29	  2.44	 0.00000000	     20.120	      0.569	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   1.0	 64.00	 29.50	  2.89	  2.72	 10.25	  2.44	 0.00000000	     22.556	      0.457	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   0.0	 64.00	 25.67	  2.26	  2.09	  9.29	  2.44	 0.00000000	     20.120	      0.569	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   1.0	 64.00	 29.50	  2.89	  2.72	 10.25	  2.44	 0.00000000	     22.556	      0.457	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   0.0	 64.00	 25.67	  2.26	  2.09	  9.29	  2.44	 0.00000000	     20.120	      0.569	 64.00	  1.00	
m60213c3r7.htb	   0.0	  0.03	 4.000	  8.00	  0.00	 50.00	   1.0	 64.00	 29.50	  2.89	  2.72	 10.25	  2.44	 0.00000000	     22.556	      0.457	 64.00	  1.00	
m60208c1r6.htb	  30.0	  0.05	 2.000	  0.00	  0.00	 45.00	   0.0	 64.00	 14.13	  1.00	  7.46	  9.53	  8.41	 0.08864857	      1.311	      0.677	 64.00	  1.00	
m60208c1r6.htb	  30.0	  0.05	 2.000	  0.00	  0.00	 45.00	   1.0	 64.00	 15.32	  3.52	  6.62	  9.25	  8.41	 0.00500971	      2.731	      0.787	 64.00	  1.00	
m60213c1r6.htb	  30.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   0.0	 64.00	 14.08	  1.00	  3.08	  7.29	  3.83	 0.00000000	      4.900	      0.302	 64.00	  1.00	
m60213c1r6.htb	  30.0	  0.03	 2.000	 -5.00	 10.00	 40.00	   1.0	 64.00	 14.03	  2.26	  3.87	  7.53	  3.83	 0.00000000	      4.723	      0.364	 64.00	  1.00	
m60213c2r6.htb	 350.0	  0.03	 2.000	  0.00	 15.00	 50.00	   0.0	 64.00	 13.13	  2.26	  1.35	  5.34	  1.19	 0.00000000	     11.591	      0.324	 64.00	  1.00	
m60213c2r6.htb	 350.0	  0.03	 2.000	  0.00	 15.00	 50.00	   1.0	 50.77	 23.58	  2.26	  1.46	  6.37	  1.19	 0.00000000	     13.627	      0.527	 64.00	  1.00	
