FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 GrType	 MaxLoc	 MaxRsp	 MinLoc	 MinRsp	 AvgRsp	 Spont	 ModIx	 DTI  	 AnovaP	 DDI  	 VarTerm	 MSgrp	 MSerror	 MaxX 	 MinX 	
m60110c2r2.htb	  30.0	  0.05	 2.000	  3.00	 -7.00	 30.00	   0.0	 273.90	  3.60	 16.50	  1.72	  2.70	  0.70	 0.479	 0.646	 0.98500491	 0.287	  0.659	      0.125	      0.434	 330.00	  0.00	
m60110c2r2.htb	  30.0	  0.05	 2.000	  3.00	 -7.00	 30.00	   1.0	 244.20	  3.73	 155.10	  1.58	  2.68	  0.70	 0.561	 0.710	 0.45001679	 0.435	  0.524	      0.278	      0.274	 330.00	  0.00	
m60117c2r3.htb	  90.0	  0.05	 4.000	  5.00	 -10.00	 40.00	   0.0	 52.80	 24.66	 330.00	 17.16	 21.60	 13.10	 0.299	 0.649	 0.19008945	 0.467	  0.469	      0.313	      0.220	 330.00	  0.00	
m60117c2r3.htb	  90.0	  0.05	 4.000	  5.00	 -10.00	 40.00	   1.0	 211.20	 22.59	  0.00	 16.02	 19.50	 13.10	 0.291	 0.692	 0.73608802	 0.395	  0.565	      0.222	      0.319	 330.00	  0.00	
m60125c1r5.htb	  30.0	  0.05	 2.000	  0.00	  0.00	 50.00	   0.0	 62.70	 10.27	 16.50	  3.42	  6.65	  6.27	 0.512	 1.712	 0.28750045	 0.492	  0.484	      0.293	      0.234	 330.00	  0.00	
m60125c1r5.htb	  30.0	  0.05	 2.000	  0.00	  0.00	 50.00	   1.0	 56.10	  8.68	  6.60	  4.96	  6.79	  6.27	 0.406	 1.542	 0.55993023	 0.450	  0.404	      0.145	      0.164	 330.00	  0.00	
m60125c2r3.htb	  30.0	  0.03	 2.000	 -7.00	 -3.00	 40.00	   0.0	 211.20	 14.45	 310.20	  8.77	 11.64	  5.22	 0.353	 0.616	 0.12460600	 0.500	  0.381	      0.244	      0.145	 330.00	  0.00	
m60125c2r3.htb	  30.0	  0.03	 2.000	 -7.00	 -3.00	 40.00	   1.0	 115.50	 14.63	 267.30	 11.44	 12.77	  5.22	 0.216	 0.339	 0.68963612	 0.447	  0.273	      0.055	      0.074	 330.00	  0.00	
m60125c3r4.htb	  30.0	  0.03	 2.000	 -8.00	 -18.00	 30.00	   0.0	 250.80	 23.45	 128.70	 17.04	 20.85	  5.60	 0.247	 0.359	 0.37538337	 0.458	  0.377	      0.159	      0.142	 330.00	  0.00	
m60125c3r4.htb	  30.0	  0.03	 2.000	 -8.00	 -18.00	 30.00	   1.0	 280.50	 22.96	 217.80	 19.21	 21.10	  5.60	 0.148	 0.216	 0.88505907	 0.346	  0.362	      0.067	      0.131	 330.00	  0.00	
