 5.77114	 5.07463	 1.49254	 0.69652	 0.42289	 0.07463	 0.01866	
 0.49751	 1.29353	 1.24378	 0.52239	 0.01244	 0.10572	 0.01244	
 2.38806	 1.39303	 0.44776	 0.92040	 0.39801	 0.03109	 0.09328	
 2.38806	 1.39303	 1.49254	 0.99502	 0.74627	 0.08706	 0.16169	
 2.91874	 1.72471	 0.58043	 0.90381	 0.62604	 0.16376	 0.20626	
 0.06633	 0.66335	 0.59701	 0.11609	 0.23217	 0.20315	 0.02280	
 1.19403	 0.79602	 0.19900	 0.02488	 0.09950	 0.07463	 0.03109	
 1.69154	 3.08458	 1.39303	 0.47264	 0.57214	 0.20522	 0.18968	
10.04975	 0.99502	 1.39303	 0.84577	 0.06219	 0.16791	 0.13993	
 0.89552	 9.95025	 0.29851	 1.79104	 0.37313	 0.24876	 0.14925	
 1.99005	 4.27861	 3.08458	 0.67164	 0.02488	 0.04975	 0.01555	
 0.19900	 4.07960	 0.14925	 0.64677	 0.12438	 0.04353	 0.17102	
 0.19900	 4.07960	 0.14925	 0.64677	 0.12438	 0.04353	 0.17102	
 0.89552	 3.98010	 0.04975	 0.77114	 0.60945	 0.26741	 0.10572	
 2.58706	 0.79602	 2.53731	 0.34826	 0.55970	 0.13682	 0.07152	
 4.17910	 7.76119	 0.64677	 1.96517	 0.07463	 0.41667	 0.19279	
 0.99502	 2.08955	 1.39303	 0.12438	 0.59701	 0.45398	 0.09639	
