FILE			 PrfOR	 PrfSF	 PrfTF	 RFXctr	 RFYctr	 RFDiam	 BaseRate	 Amp		 x_width	 y_width	 x_ctr	 y_ctr	 rfplot_x_ctr	 rfplot_y_ctr	 axpect_ratio	
m60724c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.93	  7.66	 11.26	 15.86	 -2.83	  5.85	  0.00		  0.00		 
m60724c3r1.htb	 150.0	  0.03	 2.000	  0.00	  0.00	 40.00	  6.89	 18.98	 21.85	 19.60	 -0.71	  7.60	  0.00		  0.00		 
m60724c4r1.htb	 150.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.14	 15.30	 12.44	  9.11	  2.36	 -1.69	  0.00		  0.00		 
m60724c5r1.htb	 150.0	  0.03	 2.000	  0.00	  0.00	 40.00	  9.12	 26.02	 17.54	 23.06	 -0.53	 -4.90	  0.00		  0.00		 
m60724c6r1.htb	 150.0	  0.03	 2.000	  0.00	  0.00	 40.00	 13.13	 12.85	 25.11	 24.07	 -3.28	 -1.98	  0.00		  0.00		 
m60725c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  1.85	  9.36	 12.96	  9.47	 -4.91	 -1.84	  0.00		  0.00		 
m60725c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  8.54	 14.07	 14.74	 15.54	  8.82	  4.11	  0.00		  0.00		 
m60726c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  5.84	 22.69	 18.83	 16.78	  0.64	 -2.43	  0.00		  0.00		 
m60726c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  1.65	 19.95	 18.35	 15.41	 -0.59	 -2.82	  0.00		  0.00		 
m60726c4r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.58	 11.19	 22.44	 20.10	  5.26	 -0.20	  0.00		  0.00		 
m60726c5r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.62	 23.08	 23.08	 19.44	 -6.49	  6.48	  0.00		  0.00		 
m60726c6r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.01	  8.93	 13.19	 11.10	 -5.77	 -2.28	  0.00		  0.00		 
m60727c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  4.11	 27.80	 14.82	 11.68	  1.16	 -2.82	  0.00		  0.00		 
m60727c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.07	  2.87	 17.62	 19.69	  2.54	  4.99	  0.00		  0.00		 
m60801c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  4.49	 10.17	 24.70	 22.90	 -4.48	  1.85	  0.00		  0.00		 
m60801c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  6.51	 17.53	 21.29	 15.75	  4.22	 -5.73	  0.00		  0.00		 
m60803c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.65	  7.89	 26.91	 22.49	  3.13	  5.83	  0.00		  0.00		 
m60803c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.36	  4.83	 25.61	 22.86	 -2.22	 10.70	  0.00		  0.00		 
m60803c4r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  1.02	 11.47	 17.37	 18.78	 -4.89	  5.30	  0.00		  0.00		 
m60808c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.31	  4.25	 11.22	  9.27	  2.89	 -3.61	  0.00		  0.00		 
m60808c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  4.04	 12.33	 21.91	 21.48	 -0.23	  6.08	  0.00		  0.00		 
m60809c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.63	 10.20	 21.38	 19.30	 -0.90	 -2.62	  0.00		  0.00		 
m60809c2r1.htb	   0.0	  0.03	 2.000	  0.00	 -5.00	 40.00	  3.47	  7.82	 22.00	 19.12	 -2.62	  2.22	  0.00		 -5.00		 
m60809c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  3.09	  5.20	 17.60	 14.32	  3.21	  6.94	  0.00		  0.00		 
m60809c4r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.57	 14.32	 13.63	 16.47	  6.07	  5.07	  0.00		  0.00		 
m60810c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  5.00	 22.56	 16.15	 18.98	  9.35	  1.52	  0.00		  0.00		 
m60810c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  4.81	 21.38	 17.52	 17.03	  0.82	  6.41	  0.00		  0.00		 
m60810c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  4.58	  8.90	 30.08	 25.38	  3.33	 -2.15	  0.00		  0.00		 
m60810c4r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  6.73	 11.25	 20.10	 29.96	  1.51	  0.12	  0.00		  0.00		 
m60810c5r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	 10.46	  7.89	 24.17	 34.85	 -3.41	 -1.80	  0.00		  0.00		 
m60811c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.41	 11.64	 10.39	 12.26	 -0.37	  0.48	  0.00		  0.00		 
m60811c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  2.52	 14.91	 13.03	 15.43	 -4.01	 -1.39	  0.00		  0.00		 
m60811c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.04	  1.26	 12.41	 12.62	  2.10	  5.63	  0.00		  0.00		 
m60811c4r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  1.24	 21.57	 15.03	 12.95	  0.14	  0.61	  0.00		  0.00		 
m60811c5r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.28	  7.50	 11.44	 14.21	  3.40	  3.64	  0.00		  0.00		 
m60815c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.52	  4.68	 15.37	 10.50	  6.16	 -3.13	  0.00		  0.00		 
m60815c2r1.htb	 150.0	  0.03	 2.000	  8.00	 -10.00	 40.00	  7.20	  9.89	 18.39	 19.74	  7.76	 -4.75	  8.00		 -10.00		 
m60815c4r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  8.32	  8.34	 21.74	 16.02	 -4.07	  5.00	  0.00		  0.00		 
m60821c1r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.17	  3.06	 10.83	 13.15	  0.01	 -5.35	  0.00		  0.00		 
m60821c2r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.30	  4.48	  9.78	 13.02	 -1.83	 -4.81	  0.00		  0.00		 
m60821c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.80	  8.01	 19.56	 20.40	 -3.36	  4.21	  0.00		  0.00		 
m60822c3r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  0.16	  7.25	 18.49	 17.47	 -5.01	 -5.25	  0.00		  0.00		 
m60822c4r1.htb	   0.0	  0.03	 2.000	  0.00	  0.00	 40.00	  1.42	  9.80	 14.83	 13.11	 -4.97	 -0.91	  0.00		  0.00		 
